,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-3.415715568511531,-1.0846474106254929,0.8521661496046534,0.8289567228775234,-0.015233582157748726,-0.6457401102792566,1.7317848918701437,-0.9190113078726208,-1.8249887780809357,0.6246592649467532,-0.31741394723005567,0.15524489431012212,-0.6570090375883473,-2.8733260132001837,-0.8544547769800233,-1.4616646880803132,-1.7042236268719904,-2.0337067683148025,-2.3176123801781507,-0.7994409550163637,0.0
1,-0.14735685597450643,1.2682117063094007,1.1771279165108335,0.8735602684236357,1.362117825838341,0.7206868798847735,0.6220863792068577,0.6202412027840404,0.8122062336795797,5.858468127682658,1.674702759212035,0.20724043392296032,2.8136636678866824,1.556486874590507,-0.20507429373998076,0.7238116479739636,-0.8460899316934258,3.1335725224503714,-0.3393466544893289,2.156784869278583,0.0
2,3.663975515337823,1.772402437822784,0.08152145202648331,2.389359895854726,1.0600861970739746,1.5938931274507855,0.9612863850202216,4.012649325898731,1.401594735860966,3.9294346548816623,1.3459345824850975,2.693666426574079,4.623719859649713,2.03371294567739,0.38732089904892997,1.1495843138833137,0.8227220890936324,2.951307374462669,2.158374651522132,3.02647618629946,0.0
3,2.541980011273255,1.4328977598359893,2.303656493159635,2.5494165926505046,3.790433011710073,1.7435680609480917,2.208193335095515,2.5372232063759146,2.775098620593723,1.4899939784658998,3.2879932691663676,1.7583621756224612,1.3862579794204046,4.447580276919333,3.4601441715702137,4.9222766618239415,2.9644151098263616,2.9415345880298416,2.8816560188411904,2.695785134281727,0.0
4,-0.46234785455235405,-2.338632468415879,1.7321589212676551,1.3699034294967813,0.052711944901213226,0.8545171764270076,-2.844440474289888,1.1378090529796718,0.12547815240532723,-2.9680925026867806,0.11815633588916064,-0.5317095535729188,-1.2426799418258632,2.354424053574312,0.46718988894293645,1.7823788568410464,2.146776227661357,0.5540305900259891,-0.4894541498083491,1.0147293304219136,0.0
5,-1.1078146988321862,-2.790764623959303,-1.403312237656443,-2.5845385540687955,-2.766272854580736,-1.3519809799366285,0.9371299582835884,-0.08413892085214547,1.0431962894170397,-0.270891133681638,-0.8681929341975438,0.6980698810843267,-0.6891046647797503,-3.1874750317283196,-0.5851207896313806,0.020263377339349686,-1.9926831701603986,-1.707575731003188,-1.269840340146117,-1.8253877452930083,1.0
6,3.362803799465132,4.059271173486821,3.3140158751253903,2.9084639568304214,2.6722188807124096,3.4136968843928575,2.429570037048758,3.1253490932289036,2.781041974457626,2.8790747019331584,2.0838668908043756,2.066086965815783,1.9094698086603912,3.575568018800901,4.185239827116503,5.005523022420371,3.260726212562683,3.0651164069704886,2.2135408692391407,2.5041212262610313,0.0
7,1.7198028123569675,1.1768790348611242,0.3945297278724147,-2.973598997896687,-0.15175322082558695,0.16831051363536598,2.0353436889776275,-0.6523697117159108,1.806940245575665,0.6262427998630817,2.7918582118776682,-0.5354527375483422,-1.1693369048974396,-0.3227315129974362,0.1305800200072884,-1.1116510670114894,-0.013780173374602356,-0.2943870957295962,2.356752421186097,-2.2353251328332373,1.0
8,-0.42188353752424246,-0.09005443958176151,0.04340342334083669,-0.29683951601114233,0.9764064213183543,-1.0056096190869923,2.116369156759991,1.6115345052835686,0.2100883916604659,3.1857585409870293,3.153326592625996,-0.8856987159807421,1.0776596454491456,0.5557275645353813,1.4099471145643894,3.319910696920582,-2.1796213033500713,-0.9173871198137109,1.0481400412406143,1.444492881766949,0.0
9,-0.5402752218760889,-0.26236128976375594,-2.1463333680769567,-0.4333437422956372,1.761390803090542,-1.0528962379139308,1.0373692086316044,-0.9169708874920692,-0.36200916479640366,1.2037562054601758,1.3003622427839567,0.8175916849721132,1.1625636070099081,0.7627510717673307,-0.8279692191911243,-1.2839846548799771,-1.9109193192353695,1.0419362895338355,1.5668562290055346,1.9840703138065732,1.0
